No.,Category,Title,URL,Replies,Views
190,Devices & Integrations,Play Samsung Series 7 TV sound to Samsung phone?,https://community.smartthings.com/t/play-samsung-series-7-tv-sound-to-samsung-phone/183374,2,285
191,Connected Things,Some Aurora AOne Zigbee Devices added to official list (UK for now),https://community.smartthings.com/t/some-aurora-aone-zigbee-devices-added-to-official-list-uk-for-now/160543,95,3429
192,Connected Things,2018 Samsung Button Stops Working,https://community.smartthings.com/t/2018-samsung-button-stops-working/142670,53,3201
193,Devices & Integrations,BTF Lighting LEDs,https://community.smartthings.com/t/btf-lighting-leds/196600,1,32
194,Projects & Stories,My weekend project: view mesh data,https://community.smartthings.com/t/my-weekend-project-view-mesh-data/196572,5,77
195,Devices & Integrations,Adding Hikvision NVR to smartthings,https://community.smartthings.com/t/adding-hikvision-nvr-to-smartthings/193336,6,132
196,Devices & Integrations,[RELEASE] Unifi Presence Sensor,https://community.smartthings.com/t/release-unifi-presence-sensor/183781,50,1044
197,SmartThings (Samsung Connect),"Where is the ""Smart Lock"" equivalent in New App?",https://community.smartthings.com/t/where-is-the-smart-lock-equivalent-in-new-app/196476,6,77
198,Community Created SmartApps,Ubiquiti UniFi Video and Protect NVR Integration,https://community.smartthings.com/t/ubiquiti-unifi-video-and-protect-nvr-integration/70161,180,23024
199,Devices & Integrations,Quirky Tripper Support?,https://community.smartthings.com/t/quirky-tripper-support/8623,304,26347
200,Devices & Integrations,"LG SmartThingQ Device Integration for LG Appliances—new API, any interest?",https://community.smartthings.com/t/lg-smartthingq-device-integration-for-lg-appliances-new-api-any-interest/143219,29,6871
201,Devices & Integrations,Zemismart Zigbee Curtain Switch - Help needed,https://community.smartthings.com/t/zemismart-zigbee-curtain-switch-help-needed/196585,1,42
202,Connected Things,Has anyone seen a bbq probe we could hook up?,https://community.smartthings.com/t/has-anyone-seen-a-bbq-probe-we-could-hook-up/209,31,8460
203,FAQ,FAQ: why would I need another beaming repeater if my zwave lock is already close to my hub?,https://community.smartthings.com/t/faq-why-would-i-need-another-beaming-repeater-if-my-zwave-lock-is-already-close-to-my-hub/137629,36,8156
204,Community Created SmartApps,[BETA] Netatmo security,https://community.smartthings.com/t/beta-netatmo-security/115560,108,6772
205,Projects & Stories,Smart Home Meets Dumb Terminal,https://community.smartthings.com/t/smart-home-meets-dumb-terminal/196485,2,81
206,Devices & Integrations,Virtual Contact Sensor,https://community.smartthings.com/t/virtual-contact-sensor/95642,7,2543
207,Writing SmartApps,Suggestion for Smartthings API structure,https://community.smartthings.com/t/suggestion-for-smartthings-api-structure/196559,1,65
208,Devices & Integrations,Arrival Sensor and New SmartThings App used for presence,https://community.smartthings.com/t/arrival-sensor-and-new-smartthings-app-used-for-presence/196498,4,77
209,Devices & Integrations,Anwesenheit überprüfen,https://community.smartthings.com/t/anwesenheit-uberprufen/196545,3,53
210,Devices & Integrations,Alert when hub v2 on battery power,https://community.smartthings.com/t/alert-when-hub-v2-on-battery-power/26147,33,3641
211,Connected Things,Amazon announces $20 Echo Buttons for playing trivia games with your family,https://community.smartthings.com/t/amazon-announces-20-echo-buttons-for-playing-trivia-games-with-your-family/100088,6,969
212,iOS,BUG: SmartThings Classic iOS App Locations Services NOT Sticky,https://community.smartthings.com/t/bug-smartthings-classic-ios-app-locations-services-not-sticky/196517,3,38
213,Community Created SmartApps,Echo Speaks Examples,https://community.smartthings.com/t/echo-speaks-examples/142502,336,20310
214,Devices & Integrations,"How ""Hackable"" are the smartthings Multipurpose Sensor?",https://community.smartthings.com/t/how-hackable-are-the-smartthings-multipurpose-sensor/73079,19,2528
215,FAQ,FAQ: Mapping your ZigBee network with Digi's XCTU,https://community.smartthings.com/t/faq-mapping-your-zigbee-network-with-digis-xctu/28477,73,27089
216,Devices & Integrations,Aeotec Z-Stick Gen 5 to update firmware of devices on SmartThings,https://community.smartthings.com/t/aeotec-z-stick-gen-5-to-update-firmware-of-devices-on-smartthings/140762,5,1038
217,Devices & Integrations,SmartThings DSC/EnvisaLink Integration (Working Solution),https://community.smartthings.com/t/smartthings-dsc-envisalink-integration-working-solution/188527,45,778
218,Devices & Integrations,Z-Wave siren showing as a switch,https://community.smartthings.com/t/z-wave-siren-showing-as-a-switch/196507,6,64
219,Devices & Integrations,Pella Insynctive Integration,https://community.smartthings.com/t/pella-insynctive-integration/19976,14,2672
220,Devices & Integrations,[RELEASE] Pella Insynctive Integration,https://community.smartthings.com/t/release-pella-insynctive-integration/196516,1,31
221,Community Created SmartApps,[RELEASE] Blinds Sync,https://community.smartthings.com/t/release-blinds-sync/46806,12,1963
222,Devices & Integrations,Globe Suite and SmartThings Integration Complete,https://community.smartthings.com/t/globe-suite-and-smartthings-integration-complete/188692,30,1861
223,Connected Things,Switchbot - No coding control of some TVs,https://community.smartthings.com/t/switchbot-no-coding-control-of-some-tvs/181557,18,773
224,Devices & Integrations,ST not finding WiFi bulbs (Dogain),https://community.smartthings.com/t/st-not-finding-wifi-bulbs-dogain/196484,12,60
225,Apps & Clients,"Classic App will not connect, issues with your network",https://community.smartthings.com/t/classic-app-will-not-connect-issues-with-your-network/192022,14,226
226,Apps & Clients,Changing icons in the new App by changing the device type in SmartThings IDE,https://community.smartthings.com/t/changing-icons-in-the-new-app-by-changing-the-device-type-in-smartthings-ide/189876,9,186
227,Devices & Integrations,Automate existing blinds?,https://community.smartthings.com/t/automate-existing-blinds/196503,3,48
228,Connected Things,Best Motion + Light Level Detection (Aeotec Multipurpose Sensor 6 not working out),https://community.smartthings.com/t/best-motion-light-level-detection-aeotec-multipurpose-sensor-6-not-working-out/195458,23,188
229,Connected Things,Freezer Temperature Monitoring Works,https://community.smartthings.com/t/freezer-temperature-monitoring-works/196456,1,69
230,Connected Things,Couldn't register Hub,https://community.smartthings.com/t/couldnt-register-hub/145737,21,6640
231,Community Created SmartApps,[RELEASE] Simple Device Viewer,https://community.smartthings.com/t/release-simple-device-viewer/42481,586,52409
232,Connected Things,Alexa Shows Duplicate Devices?,https://community.smartthings.com/t/alexa-shows-duplicate-devices/178211,11,1061
233,Devices & Integrations,Dome Water Main Shut-off not pairing,https://community.smartthings.com/t/dome-water-main-shut-off-not-pairing/84118,21,4682
234,Devices & Integrations,Hive Motion Sensor - Zone Status message issue,https://community.smartthings.com/t/hive-motion-sensor-zone-status-message-issue/196487,1,27
235,Devices & Integrations,Shelly 1 Install One Way Switch,https://community.smartthings.com/t/shelly-1-install-one-way-switch/196138,8,66
236,Devices & Integrations,Ring Alarm,https://community.smartthings.com/t/ring-alarm/131509,28,26745
237,Community Created Device Types,[RELEASE] Xiaomi Sensors and Button (beta),https://community.smartthings.com/t/release-xiaomi-sensors-and-button-beta/77576,2523,157758
238,Automation Ideas,Determining solar elevation and azimuth to control glare?,https://community.smartthings.com/t/determining-solar-elevation-and-azimuth-to-control-glare/196473,2,34
239,Writing SmartApps,403 on device subscription,https://community.smartthings.com/t/403-on-device-subscription/188852,11,182
240,Community Created Device Types,[RELEASE] Zooz Outdoor Motion Sensor - VER 2.0 (ZSE29),https://community.smartthings.com/t/release-zooz-outdoor-motion-sensor-ver-2-0-zse29/180195,31,487
241,Community Created Device Types,[RELEASE] GE Motion Switch (26931) and Motion Dimmer (26933),https://community.smartthings.com/t/release-ge-motion-switch-26931-and-motion-dimmer-26933/131305,300,12317
242,Devices & Integrations,Google Home and ST in different VLANs - Is the integration cloud based?,https://community.smartthings.com/t/google-home-and-st-in-different-vlans-is-the-integration-cloud-based/196121,4,59
243,Devices & Integrations,Securifi/Sercomm SZ-DWS04 window/door sensor support?,https://community.smartthings.com/t/securifi-sercomm-sz-dws04-window-door-sensor-support/48906,14,4504
244,Features & Feedback,Add Auto Relock on Locks,https://community.smartthings.com/t/add-auto-relock-on-locks/196014,10,109
245,Projects & Stories,HTZsafe Driveway Alert,https://community.smartthings.com/t/htzsafe-driveway-alert/187394,17,358
246,Devices & Integrations,Wink Fan Light controller functional with new app?,https://community.smartthings.com/t/wink-fan-light-controller-functional-with-new-app/184091,5,148
247,Community Created Device Types,"[RELEASE] Qubino Flush 1D Relay, Flush 2 Relays, Flush 1 Relay, & Flush Dimmer",https://community.smartthings.com/t/release-qubino-flush-1d-relay-flush-2-relays-flush-1-relay-flush-dimmer/79618,322,19989
248,Devices & Integrations,Smartthings WiFi Plug and Alexa Not Working,https://community.smartthings.com/t/smartthings-wifi-plug-and-alexa-not-working/196465,1,41
249,Devices & Integrations,Samsung SmartThings Motion Sensor- can sensitivity be adjusted,https://community.smartthings.com/t/samsung-smartthings-motion-sensor-can-sensitivity-be-adjusted/196460,3,57
250,Devices & Integrations,Smartthings Motion Sensor Duration,https://community.smartthings.com/t/smartthings-motion-sensor-duration/196248,17,136
251,General Discussion,Nibe heat pumps,https://community.smartthings.com/t/nibe-heat-pumps/70819,37,3958
252,Devices & Integrations,Alarm.com and Smart Things,https://community.smartthings.com/t/alarm-com-and-smart-things/61687,293,34465
253,Projects & Stories,New House Build Update - UK,https://community.smartthings.com/t/new-house-build-update-uk/131433,117,3840
254,Community Created Device Types,"[RELEASE] Sonoff, Sonoff TH, S20, Dual, 4CH, POW, & Touch Device Handler & SmartApp ($5 & $10 Smart Switches)",https://community.smartthings.com/t/release-sonoff-sonoff-th-s20-dual-4ch-pow-touch-device-handler-smartapp-5-10-smart-switches/45957,2035,183237
255,Community Created SmartApps,"[RELEASE] Low Battery Notification with Customizable Alert/Warning/Monitor, Configurable Thresholds and Device Monitoring Alerts",https://community.smartthings.com/t/release-low-battery-notification-with-customizable-alert-warning-monitor-configurable-thresholds-and-device-monitoring-alerts/59780,76,17774
256,Connected Things,Xiaomi Motion Sensor Aqara - How to Test?,https://community.smartthings.com/t/xiaomi-motion-sensor-aqara-how-to-test/170752,19,2600
257,Connected Things,[RELEASE] Nuki smart lock device handler,https://community.smartthings.com/t/release-nuki-smart-lock-device-handler/111604,38,2981
258,Community Created Device Types,[RELEASE] Fibaro Dimmer 2 (FGD-212) - Advanced DTH (V2),https://community.smartthings.com/t/release-fibaro-dimmer-2-fgd-212-advanced-dth-v2/79126,291,20156
259,Connected Things,Sonoff Smart WiFi switch integration,https://community.smartthings.com/t/sonoff-smart-wifi-switch-integration/112825,36,38202
260,Devices & Integrations,Zigbee sensor used as tracker/presense sensor (AU),https://community.smartthings.com/t/zigbee-sensor-used-as-tracker-presense-sensor-au/196243,5,76
261,Devices & Integrations,Sonoff - WiFi Wireless Smart Switch,https://community.smartthings.com/t/sonoff-wifi-wireless-smart-switch/39382,5,15735
262,Devices & Integrations,"SmartSense Button - 1 Press, 2 Press, Hold...Add More?",https://community.smartthings.com/t/smartsense-button-1-press-2-press-hold-add-more/196430,4,52
263,Community Created SmartApps,[RELEASE] Lock Manager,https://community.smartthings.com/t/release-lock-manager/63022,2209,143866
264,Connected Things,Removing the Zigbee Chip from a ST Hub?,https://community.smartthings.com/t/removing-the-zigbee-chip-from-a-st-hub/196019,7,147
265,Community Created Device Types,Sony Bravia TV Integration,https://community.smartthings.com/t/sony-bravia-tv-integration/195905,9,135
266,Devices & Integrations,[Release] Vehicle Remote Start (SmartStart) Integration,https://community.smartthings.com/t/release-vehicle-remote-start-smartstart-integration/128183,157,5562
267,Devices & Integrations,ST & Pioneer Elite VSX-90 Integration,https://community.smartthings.com/t/st-pioneer-elite-vsx-90-integration/196428,1,23
268,Community Created Device Types,[RELEASE] Zooz MultiRelay (ZEN16),https://community.smartthings.com/t/release-zooz-multirelay-zen16/181057,63,1144
269,Community Created Device Types,[RELEASE] Aeon Labs Aeotec Doorbell,https://community.smartthings.com/t/release-aeon-labs-aeotec-doorbell/39166,478,33692
